Individual,Condition,Leap,LeapSincePoleChange,OutcomeType,OutcomeBinary,OutcomeSevere,Parallax,adjustNum,logDistance(cm),shortestPath,logTakeofflag,logSpeed(m/s),Distancebin
A,Blinder,-1.48483184,-1.142448958,Drop,y,Severe,No,4,1.532754846,Other,2.942504106,0.639210177,Short
A,Blinder,-1.464458839,-1.111982653,Normal,n,Not_severe,No,0,1.532754846,Other,2.133538908,0.690362699,Short
A,Blinder,-1.403339836,-1.02058374,Normal,n,Not_severe,No,2,1.532754846,Other,3.163757524,0.690362699,Short
A,Blinder,-1.382966834,-0.990117436,Normal,n,Not_severe,No,2,1.532754846,Other,2.033423755,0.815301436,Short
A,Blinder,-1.240355826,-0.776853306,Normal,n,Not_severe,No,0,1.660391098,Other,2.484299839,0.641907693,Medium
A,Blinder,-1.219982825,-0.746387002,Normal,n,Not_severe,No,1,1.532754846,Other,2.037426498,0.690362699,Short
A,Blinder,-1.158863822,-1.233847871,Normal,n,Not_severe,No,1,1.532754846,Shortest,3.129367596,0.552060001,Short
A,Blinder,-1.138490821,-1.203381566,Normal,n,Not_severe,No,1,1.532754846,Other,2.843855423,0.894482682,Short
A,Blinder,-1.118117819,-1.172915262,Normal,n,Not_severe,No,1,1.532754846,Shortest,2.181843588,0.815301436,Short
A,Blinder,-1.097744818,-1.142448958,Normal,n,Not_severe,No,0,1.532754846,Other,3.414639147,0.748354646,Short
A,Blinder,-1.077371817,-1.111982653,Normal,n,Not_severe,No,1,1.532754846,Shortest,2.866877814,0.815301436,Short
A,Blinder,-1.056998816,-1.081516349,Normal,n,Not_severe,No,2,1.532754846,Other,3.31993844,0.690362699,Short
A,Blinder,-1.036625815,-1.051050045,Normal,n,Not_severe,No,1,1.532754846,Other,2.897077003,0.748354646,Short
A,Blinder,-1.016252814,-1.02058374,Normal,n,Not_severe,No,2,1.532754846,Other,3.40277707,0.690362699,Short
A,Blinder,-0.995879812,-0.990117436,Normal,n,Not_severe,No,0,1.532754846,Shortest,2.62838893,0.894482682,Short
A,Blinder,-0.975506811,-0.959651132,Normal,n,Not_severe,No,0,1.532754846,Other,2.7084209,0.748354646,Short
A,Blinder,-0.95513381,-0.929184827,Normal,n,Not_severe,No,0,1.532754846,Other,3.452706227,0.593452686,Short
A,Blinder,-0.934760809,-0.898718523,Normal,n,Not_severe,No,1,1.532754846,Shortest,2.136720567,0.690362699,Short
A,Blinder,-0.914387808,-0.868252219,Normal,n,Not_severe,No,2,1.532754846,Other,2.936513742,0.690362699,Short
A,Blinder,-0.894014807,-0.837785914,Normal,n,Not_severe,No,1,1.532754846,Other,3.269512944,0.748354646,Short
A,Blinder,-0.873641805,-0.80731961,Normal,n,Not_severe,No,0,1.532754846,Shortest,2.356025857,0.748354646,Short
A,Blinder,-0.853268804,-0.776853306,Normal,n,Not_severe,No,2,1.532754846,Other,2.397940009,0.690362699,Short
A,Blinder,-0.832895803,-0.746387002,Normal,n,Not_severe,No,4,1.532754846,Other,3.258637283,0.690362699,Short
A,Blinder,-0.812522802,-0.715920697,Normal,n,Not_severe,No,1,1.532754846,Shortest,2.139879086,0.639210177,Short
A,Blinder,-0.792149801,-0.685454393,Normal,n,Not_severe,No,3,1.532754846,Other,2.31386722,0.690362699,Short
A,Blinder,-0.7717768,-0.654988089,Normal,n,Not_severe,No,0,1.532754846,Other,3.42553422,0.815301436,Short
A,Blinder,-0.751403798,-0.624521784,Normal,n,Not_severe,No,0,1.532754846,Shortest,2.096910013,0.748354646,Short
A,Blinder,-0.731030797,-0.59405548,Normal,n,Not_severe,No,3,1.532754846,Other,2.167317335,0.815301436,Short
A,Blinder,-0.710657796,-0.563589176,Normal,n,Not_severe,No,3,1.532754846,Other,3.220631019,0.690362699,Short
A,Blinder,-0.690284795,-0.533122871,Normal,n,Not_severe,No,0,1.532754846,Shortest,2.004321374,0.748354646,Short
A,Blinder,-0.669911794,-0.502656567,Normal,n,Not_severe,No,2,1.532754846,Other,2.193124598,0.748354646,Short
A,Blinder,-0.649538793,-0.472190263,Normal,n,Not_severe,No,4,1.532754846,Other,3.194791758,0.690362699,Short
A,Blinder,-0.629165791,-0.441723958,Normal,n,Not_severe,No,2,1.532754846,Shortest,2.075546961,0.690362699,Short
A,Blinder,-0.60879279,-0.411257654,Normal,n,Not_severe,No,1,1.532754846,Other,2.644438589,0.690362699,Short
A,Blinder,-0.588419789,-0.38079135,Normal,n,Not_severe,No,0,1.532754846,Other,3.248953615,0.690362699,Short
A,Blinder,-0.568046788,-0.350325045,Normal,n,Not_severe,No,4,1.532754846,Shortest,2.173186268,0.639210177,Short
A,Blinder,-0.547673787,-0.319858741,Normal,n,Not_severe,No,0,1.532754846,Other,2.758154622,0.748354646,Short
A,Blinder,-0.527300786,-0.289392437,Normal,n,Not_severe,No,0,1.532754846,Other,3.419294722,0.748354646,Short
A,Blinder,-0.506927784,-0.258926132,Normal,n,Not_severe,No,0,1.532754846,Shortest,2,0.748354646,Short
A,Blinder,-0.486554783,-0.228459828,Normal,n,Not_severe,No,2,1.532754846,Other,2.103803721,0.748354646,Short
A,Blinder,-0.466181782,-0.197993524,Normal,n,Not_severe,No,0,1.532754846,Other,3.038620162,0.639210177,Short
A,Blinder,-0.445808781,-0.16752722,Normal,n,Not_severe,No,0,1.532754846,Other,3.202215776,0.748354646,Short
A,Blinder,-0.42543578,-0.137060915,Normal,n,Not_severe,No,0,1.532754846,Shortest,2.7355989,0.690362699,Short
A,Blinder,-0.405062779,-0.106594611,Normal,n,Not_severe,No,3,1.532754846,Other,2.5289167,0.815301436,Short
A,Blinder,-0.384689777,-0.076128307,Normal,n,Not_severe,No,1,1.532754846,Other,3.16879202,0.748354646,Short
A,Blinder,-0.364316776,-0.045662002,Normal,n,Not_severe,No,4,1.532754846,Shortest,2.250420002,0.815301436,Short
A,Blinder,-0.343943775,-0.015195698,Normal,n,Not_severe,No,2,1.532754846,Other,2.008600172,0.815301436,Short
A,Blinder,-0.323570774,0.015270606,Normal,n,Not_severe,No,2,1.532754846,Other,3.009025742,0.690362699,Short
A,Blinder,-0.303197773,0.045736911,Normal,n,Not_severe,No,0,1.532754846,Shortest,2.198657087,0.748354646,Short
A,Blinder,-0.282824772,-1.233847871,Normal,n,Not_severe,No,2,1.785329835,Other,3.092720645,0.503604995,Long
A,Blinder,-0.262451771,-1.203381566,Normal,n,Not_severe,No,0,1.532754846,Other,2.995196292,0.690362699,Short
A,Blinder,-0.242078769,-1.172915262,Normal,n,Not_severe,No,0,1.532754846,Other,2.356025857,0.748354646,Short
A,Blinder,-0.221705768,-1.142448958,Normal,n,Not_severe,No,1,1.532754846,Other,2.880241776,0.690362699,Short
A,Blinder,-0.201332767,-1.111982653,Normal,n,Not_severe,No,0,1.532754846,Other,2.883661435,0.639210177,Short
A,Blinder,-0.160586765,-1.051050045,Normal,n,Not_severe,No,0,1.785329835,Other,3.181271772,0.54499768,Long
A,Blinder,-0.140213764,-1.02058374,Normal,n,Not_severe,No,0,1.785329835,Other,2.719331287,0.503604995,Long
A,Blinder,-0.119840762,-0.990117436,Normal,n,Not_severe,No,0,1.532754846,Other,3.210586025,0.748354646,Short
A,Blinder,-0.099467761,-0.959651132,Normal,n,Not_severe,No,4,1.532754846,Other,2.612783857,0.690362699,Short
A,Blinder,-0.07909476,-0.929184827,Normal,n,Not_severe,No,3,1.532754846,Other,3.060320029,0.815301436,Short
A,Blinder,-0.058721759,-0.898718523,Normal,n,Not_severe,No,2,1.532754846,Other,2.565847819,0.815301436,Short
A,Blinder,-0.038348758,-0.868252219,Normal,n,Not_severe,No,1,1.785329835,Other,3.122870923,0.523808381,Long
A,Blinder,-0.017975757,-0.837785914,Normal,n,Not_severe,No,2,1.532754846,Other,2.934498451,0.748354646,Short
A,Blinder,0.002397245,-0.80731961,Normal,n,Not_severe,No,1,1.532754846,Other,2.029383778,0.748354646,Short
A,Blinder,0.043143247,-1.203381566,Normal,n,Not_severe,No,0,1.683269844,Other,2.931966115,0.597839648,Medium
A,Blinder,0.063516248,-1.172915262,Normal,n,Not_severe,No,3,1.683269844,Other,2.404833717,0.630024332,Medium
A,Blinder,0.10426225,-1.111982653,Normal,n,Not_severe,No,3,1.532754846,Other,3.35545152,0.748354646,Short
A,Blinder,0.124635252,-1.081516349,Normal,n,Not_severe,No,0,1.532754846,Other,2.595496222,0.815301436,Short
A,Blinder,0.165381254,-1.02058374,Normal,n,Not_severe,No,0,1.683269844,Other,3.172602931,0.567876425,Medium
A,Blinder,0.185754255,-0.990117436,Normal,n,Not_severe,No,0,1.683269844,Other,2.146128036,0.539847701,Medium
A,Blinder,0.226500257,-0.929184827,Normal,n,Not_severe,No,4,1.532754846,Other,3.227115083,0.690362699,Short
A,Blinder,0.246873259,-0.898718523,Normal,n,Not_severe,No,0,1.532754846,Other,2.161368002,0.690362699,Short
A,Blinder,0.287619261,-0.837785914,Spin,y,Not_severe,No,4,1.683269844,Other,3.436639632,0.513518763,Medium
A,Blinder,0.307992262,-0.80731961,Normal,n,Not_severe,No,1,1.532754846,Other,2.045322979,0.748354646,Short
A,Blinder,0.348738264,-0.746387002,Normal,n,Not_severe,No,2,1.683269844,Other,3.212720154,0.597839648,Medium
A,Blinder,0.369111266,-0.715920697,Normal,n,Not_severe,No,0,1.532754846,Other,3.150142162,0.748354646,Short
A,Blinder,0.389484267,-0.685454393,Normal,n,Not_severe,No,0,1.532754846,Other,2.08278537,0.748354646,Short
A,Blinder,0.430230269,-0.624521784,Normal,n,Not_severe,No,0,1.683269844,Other,2.212187604,0.539847701,Medium
A,Blinder,0.470976271,-0.563589176,Normal,n,Not_severe,No,1,1.532754846,Other,3.352761192,0.748354646,Short
A,Blinder,0.491349273,-0.533122871,Normal,n,Not_severe,No,1,1.532754846,Other,2.025305865,0.815301436,Short
A,Blinder,0.532095275,-0.472190263,Normal,n,Not_severe,No,0,1.683269844,Other,3.522835314,0.567876425,Medium
A,Blinder,0.552468276,-0.441723958,Normal,n,Not_severe,No,1,1.683269844,Other,2.198657087,0.597839648,Medium
A,Blinder,0.593214278,-0.38079135,Normal,n,Not_severe,No,0,1.532754846,Other,3.346744055,0.690362699,Short
A,Blinder,0.613587279,-0.350325045,Spin,y,Not_severe,No,2,1.660391098,Other,2.869818208,0.641907693,Medium
A,Blinder,0.633960281,-0.319858741,Normal,n,Not_severe,No,1,1.683269844,Other,2.08278537,0.567876425,Medium
A,Blinder,0.674706283,-0.258926132,Normal,n,Not_severe,No,0,1.532754846,Other,2.937517892,0.748354646,Short
A,Blinder,0.695079284,-0.228459828,Normal,n,Not_severe,No,0,1.532754846,Other,1.963787827,0.639210177,Short
A,Blinder,0.735825286,-0.16752722,Normal,n,Not_severe,No,1,1.683269844,Other,2.959518377,0.597839648,Medium
A,Blinder,-1.545950844,-1.233847871,Normal,n,Not_severe,No,2,1.532754846,Other,2.049218023,0.639210177,Short
A,Blinder,-1.525577843,-1.203381566,Normal,n,Not_severe,No,1,1.532754846,Other,2.84509804,0.815301436,Short
A,Blinder,-1.505204841,-1.172915262,Normal,n,Not_severe,No,0,1.532754846,Shortest,2.367355921,0.639210177,Short
A,Blinder,-1.48483184,-1.142448958,Normal,n,Not_severe,No,3,1.532754846,Other,2.87909588,0.552060001,Short
A,Blinder,-1.464458839,-1.111982653,Normal,n,Not_severe,No,1,1.532754846,Shortest,2.689308859,0.748354646,Short
A,Blinder,-1.444085838,-1.081516349,Normal,n,Not_severe,No,1,1.532754846,Other,2.689308859,0.639210177,Short
A,Blinder,-1.423712837,-1.051050045,Normal,n,Not_severe,No,2,1.532754846,Shortest,2.146128036,0.690362699,Short
A,Blinder,-1.403339836,-1.233847871,Normal,n,Not_severe,No,0,1.532754846,Other,3.039017322,0.552060001,Short
A,Blinder,-1.382966834,-1.203381566,Normal,n,Not_severe,No,0,1.532754846,Shortest,2.068185862,0.690362699,Short
A,Blinder,-1.362593833,-1.172915262,Normal,n,Not_severe,No,1,1.532754846,Other,3.050379756,0.690362699,Short
A,Blinder,-1.342220832,-1.142448958,Normal,n,Not_severe,No,0,1.532754846,Shortest,2.283301229,0.748354646,Short
A,Blinder,-1.321847831,-1.111982653,Normal,n,Not_severe,No,0,1.532754846,Shortest,2.127104798,0.639210177,Short
A,Blinder,-1.281101829,-1.051050045,Normal,n,Not_severe,No,3,1.660391098,Other,2.557507202,0.574960903,Medium
A,Blinder,-1.260728827,-1.02058374,Normal,n,Not_severe,No,0,1.532754846,Other,3.184975191,0.690362699,Short
A,Blinder,-1.240355826,-0.990117436,Normal,n,Not_severe,No,0,1.532754846,Shortest,2.086359831,0.552060001,Short
A,Blinder,-1.199609824,-0.929184827,Normal,n,Not_severe,No,0,1.660391098,Other,2.195899652,0.607145586,Medium
A,Blinder,-1.179236823,-0.898718523,Normal,n,Not_severe,No,0,1.532754846,Other,2.807535028,0.593452686,Short
A,Blinder,-1.158863822,-0.868252219,Normal,n,Not_severe,Yes,1,1.532754846,Shortest,2.378397901,0.815301436,Short
A,Blinder,-1.138490821,-0.837785914,Normal,n,Not_severe,No,4,1.660391098,Other,2.728353782,0.641907693,Medium
A,Blinder,-1.077371817,-0.746387002,Normal,n,Not_severe,No,3,1.660391098,Other,2.264817823,0.574960903,Medium
A,Blinder,-1.056998816,-0.715920697,Normal,n,Not_severe,No,1,1.532754846,Other,2.912753304,0.639210177,Short
A,Blinder,-1.036625815,-0.685454393,Normal,n,Not_severe,No,0,1.532754846,Shortest,2.012837225,0.748354646,Short
A,Blinder,-0.995879812,-0.624521784,Normal,n,Not_severe,No,4,1.660391098,Other,2.344392274,0.607145586,Medium
A,Blinder,-0.975506811,-0.59405548,Normal,n,Not_severe,No,0,1.532754846,Other,2.85672889,0.748354646,Short
A,Blinder,-0.95513381,-0.563589176,Normal,n,Not_severe,No,0,1.532754846,Shortest,2.133538908,0.815301436,Short
A,Blinder,-0.914387808,-0.502656567,Normal,n,Not_severe,No,3,1.660391098,Other,2.243038049,0.516968956,Medium
A,Blinder,-0.894014807,-0.472190263,Normal,n,Not_severe,No,4,1.532754846,Other,2.896526217,0.690362699,Short
A,Blinder,-0.873641805,-0.441723958,Normal,n,Not_severe,No,0,1.532754846,Shortest,2.235528447,0.690362699,Short
A,Blinder,-0.832895803,-0.38079135,Normal,n,Not_severe,No,2,1.660391098,Other,2.123851641,0.54499768,Medium
A,Blinder,-0.812522802,-0.350325045,Normal,n,Not_severe,No,4,1.532754846,Other,2.940018155,0.639210177,Short
A,Blinder,-0.792149801,-0.319858741,Normal,n,Not_severe,No,0,1.532754846,Shortest,2.245512668,0.639210177,Short
A,Blinder,-0.751403798,-0.258926132,Normal,n,Not_severe,No,0,1.660391098,Other,2.760422483,0.54499768,Medium
A,Blinder,-0.731030797,-0.228459828,Normal,n,Not_severe,No,4,1.532754846,Other,2.942999593,0.690362699,Short
A,Blinder,-0.710657796,-0.197993524,Strike,y,Not_severe,No,0,1.532754846,Shortest,2.281033367,0.690362699,Short
A,Blinder,-0.649538793,-0.106594611,Normal,n,Not_severe,No,3,1.660391098,Other,2.346352974,0.516968956,Medium
A,Blinder,-0.629165791,-0.076128307,Normal,n,Not_severe,No,4,1.532754846,Other,2.944975908,0.690362699,Short
A,Blinder,-0.568046788,0.015270606,Normal,n,Not_severe,No,0,1.660391098,Other,2.685741739,0.641907693,Medium
A,Blinder,-0.547673787,0.045736911,Normal,n,Not_severe,No,0,1.532754846,Shortest,1.897627091,0.593452686,Short
A,Blinder,-0.506927784,0.106669519,Normal,n,Not_severe,No,0,1.660391098,Other,2.450249108,0.574960903,Medium
A,Blinder,-0.486554783,0.137135824,Normal,n,Not_severe,No,4,1.532754846,Other,2.760422483,0.639210177,Short
A,Blinder,-0.466181782,0.167602128,Normal,n,Not_severe,No,0,1.532754846,Shortest,2.045322979,0.690362699,Short
A,Blinder,-0.405062779,0.259001041,Normal,n,Not_severe,No,1,1.660391098,Other,2.28780173,0.574960903,Medium
A,Blinder,-0.384689777,0.289467345,Normal,n,Not_severe,No,0,1.532754846,Other,2.729974286,0.690362699,Short
A,Blinder,-0.364316776,0.319933649,Drop,y,Severe,No,3,1.532754846,Shortest,2.075546961,0.417361427,Short
A,Blinder,-0.343943775,0.350399954,Normal,n,Not_severe,No,0,1.532754846,Shortest,2.139879086,0.639210177,Short
A,Blinder,-0.323570774,0.380866258,Normal,n,Not_severe,No,0,1.532754846,Shortest,2.071882007,0.639210177,Short
A,Blinder,-0.303197773,0.411332562,Normal,n,Not_severe,No,0,1.532754846,Shortest,2.06069784,0.639210177,Short
A,Blinder,-0.282824772,-1.233847871,Normal,n,Not_severe,No,0,1.532754846,Shortest,2.222716471,0.690362699,Short
A,Blinder,-0.262451771,-1.203381566,Normal,n,Not_severe,No,0,1.532754846,Other,2.939019776,0.690362699,Short
A,Blinder,-0.242078769,-1.172915262,Normal,n,Not_severe,No,0,1.484299839,Other,2.812913357,0.942937688,Short
A,Blinder,-0.221705768,-1.142448958,Strike,y,Not_severe,No,3,1.484299839,Shortest,2.257678575,0.942937688,Short
A,Blinder,-0.201332767,-1.111982653,Normal,n,Not_severe,No,0,1.532754846,Shortest,2.26245109,0.639210177,Short
A,Blinder,-0.180959766,-1.081516349,Normal,n,Not_severe,No,2,1.532754846,Other,2.380211242,0.639210177,Short
A,Blinder,-0.160586765,-1.051050045,Normal,n,Not_severe,No,0,1.484299839,Other,2.808210973,0.942937688,Short
A,Blinder,-0.140213764,-1.02058374,Normal,n,Not_severe,No,0,1.484299839,Shortest,2.139879086,0.766846429,Short
A,Blinder,-0.119840762,-0.990117436,Normal,n,Not_severe,No,0,1.532754846,Shortest,2.178976947,0.748354646,Short
A,Blinder,-0.099467761,-0.959651132,Normal,n,Not_severe,No,1,1.532754846,Other,2.089905111,0.552060001,Short
A,Blinder,-0.07909476,-0.929184827,Normal,n,Not_severe,No,0,1.484299839,Other,2.655138435,0.846027675,Short
A,Blinder,-0.058721759,-0.898718523,Normal,n,Not_severe,No,0,1.484299839,Shortest,2.089905111,0.846027675,Short
A,Blinder,-0.038348758,-0.868252219,Normal,n,Not_severe,No,4,1.484299839,Shortest,2.243038049,0.942937688,Short
A,Blinder,-0.017975757,-0.837785914,Normal,n,Not_severe,No,0,1.532754846,Other,2.519827994,0.748354646,Short
A,Blinder,0.002397245,-0.80731961,Normal,n,Not_severe,No,4,1.532754846,Other,3.142389466,0.815301436,Short
A,Blinder,0.022770246,-0.776853306,Normal,n,Not_severe,No,3,1.532754846,Shortest,2.264817823,0.748354646,Short
A,Blinder,0.043143247,-0.746387002,Normal,n,Not_severe,No,1,1.532754846,Other,2.130333768,0.690362699,Short
A,Blinder,0.063516248,-0.715920697,Normal,n,Not_severe,No,4,1.484299839,Other,3.164650216,0.846027675,Short
A,Blinder,0.083889249,-0.685454393,Normal,n,Not_severe,No,3,1.532754846,Shortest,2.113943352,0.748354646,Short
A,Blinder,0.10426225,-0.654988089,Normal,n,Not_severe,No,1,1.532754846,Other,2.075546961,0.748354646,Short
A,Blinder,0.124635252,-0.624521784,Normal,n,Not_severe,No,0,1.484299839,Other,3.063333359,0.846027675,Short
A,Blinder,0.145008253,-0.59405548,Normal,n,Not_severe,No,4,1.484299839,Shortest,2.130333768,0.766846429,Short
A,Blinder,0.165381254,-0.563589176,Normal,n,Not_severe,No,0,1.532754846,Other,2.093421685,0.748354646,Short
A,Blinder,0.185754255,-0.533122871,Normal,n,Not_severe,No,4,1.532754846,Other,3.049605613,0.690362699,Short
A,Blinder,0.206127256,-0.502656567,Normal,n,Not_severe,No,3,1.532754846,Shortest,2.230448921,0.639210177,Short
A,Blinder,0.226500257,-0.472190263,Normal,n,Not_severe,No,1,1.532754846,Other,2.252853031,0.639210177,Short
A,Blinder,0.246873259,-0.441723958,Normal,n,Not_severe,No,0,1.484299839,Other,3.000434077,0.69989964,Short
A,Blinder,0.26724626,-0.411257654,Strike,y,Not_severe,No,1,1.484299839,Shortest,2.086359831,0.69989964,Short
A,Blinder,0.287619261,-0.38079135,Normal,n,Not_severe,No,0,1.484299839,Shortest,2.328379603,0.846027675,Short
A,Blinder,0.307992262,-0.350325045,Normal,n,Not_severe,No,4,1.532754846,Shortest,2.260071388,0.690362699,Short
A,Blinder,0.328365263,-0.319858741,Normal,n,Not_severe,No,1,1.532754846,Other,2.1430148,0.690362699,Short
A,Blinder,0.348738264,-0.289392437,Normal,n,Not_severe,No,0,1.484299839,Other,3.06483222,0.942937688,Short
A,Blinder,0.369111266,-0.258926132,Normal,n,Not_severe,No,0,1.484299839,Shortest,2.267171728,0.846027675,Short
A,Blinder,0.389484267,-0.228459828,Normal,n,Not_severe,No,1,1.532754846,Shortest,2.235528447,0.815301436,Short
A,Blinder,0.409857268,-0.197993524,Normal,n,Not_severe,No,0,1.532754846,Other,2.075546961,0.639210177,Short
A,Blinder,0.430230269,-0.16752722,Normal,n,Not_severe,No,0,1.484299839,Other,2.742725131,0.942937688,Short
A,Blinder,0.45060327,-0.137060915,Normal,n,Not_severe,No,1,1.484299839,Shortest,2.149219113,0.846027675,Short
A,Blinder,0.470976271,-0.106594611,Normal,n,Not_severe,No,2,1.532754846,Other,2,0.639210177,Short
A,Blinder,0.491349273,-0.076128307,Normal,n,Not_severe,No,0,1.532754846,Other,3.070776463,0.639210177,Short
A,Blinder,0.511722274,-0.045662002,Normal,n,Not_severe,No,2,1.532754846,Shortest,2.041392685,0.639210177,Short
A,Blinder,0.532095275,-0.015195698,Normal,n,Not_severe,No,1,1.532754846,Other,2.158362492,0.748354646,Short
A,Blinder,0.552468276,0.015270606,Normal,n,Not_severe,No,2,1.484299839,Other,2.925312091,0.766846429,Short
A,Blinder,0.572841277,0.045736911,Strike,y,Not_severe,No,4,1.484299839,Shortest,3.035829825,0.846027675,Short
A,Blinder,0.593214278,0.076203215,Normal,n,Not_severe,No,0,1.532754846,Other,1.968482949,0.748354646,Short
A,Blinder,0.613587279,0.106669519,Normal,n,Not_severe,No,4,1.532754846,Other,3.026124517,0.748354646,Short
A,Blinder,0.633960281,0.137135824,Normal,n,Not_severe,No,1,1.532754846,Shortest,2.053078443,0.690362699,Short
A,Blinder,0.654333282,0.167602128,Normal,n,Not_severe,No,0,1.532754846,Other,2.505149978,0.552060001,Short
A,Blinder,0.674706283,0.198068432,Normal,n,Not_severe,No,4,1.484299839,Other,3.059563418,0.846027675,Short
A,Blinder,0.695079284,0.228534737,Normal,n,Not_severe,No,0,1.484299839,Shortest,2.130333768,0.69989964,Short
A,Blinder,0.715452285,0.259001041,Normal,n,Not_severe,No,0,1.532754846,Other,1.954242509,0.593452686,Short
A,Blinder,0.735825286,0.289467345,Normal,n,Not_severe,No,2,1.532754846,Shortest,2.103803721,0.690362699,Short
A,Blinder,0.756198288,0.319933649,Normal,n,Not_severe,No,0,1.532754846,Other,2.130333768,0.690362699,Short
A,Blinder,0.776571289,0.350399954,Normal,n,Not_severe,No,0,1.484299839,Other,2.984977126,0.69989964,Short
A,Blinder,0.79694429,0.380866258,Normal,n,Not_severe,No,0,1.484299839,Shortest,2.071882007,0.846027675,Short
A,Blinder,0.817317291,0.411332562,Normal,n,Not_severe,No,1,1.532754846,Other,2.100370545,0.639210177,Short
A,Blinder,0.837690292,0.441798867,Normal,n,Not_severe,No,4,1.532754846,Other,3.227115083,0.690362699,Short
A,Blinder,0.858063293,0.472265171,Normal,n,Not_severe,No,1,1.532754846,Shortest,2.075546961,0.690362699,Short
A,Blinder,0.878436295,0.502731475,Normal,n,Not_severe,No,1,1.532754846,Other,2.136720567,0.690362699,Short
A,Blinder,0.898809296,0.53319778,Normal,n,Not_severe,No,2,1.484299839,Other,2.869818208,0.69989964,Short
A,Blinder,0.919182297,0.563664084,Normal,n,Not_severe,No,3,1.484299839,Shortest,2.08278537,0.766846429,Short
A,Blinder,0.939555298,0.594130388,Normal,n,Not_severe,No,0,1.532754846,Other,2.130333768,0.815301436,Short
A,Blinder,0.959928299,0.624596693,Normal,n,Not_severe,No,4,1.532754846,Other,3.335457901,0.552060001,Short
A,Blinder,0.9803013,0.655062997,Normal,n,Not_severe,No,2,1.532754846,Shortest,2.103803721,0.815301436,Short
A,Blinder,1.000674302,0.685529301,Normal,n,Not_severe,No,2,1.532754846,Other,2.08278537,0.593452686,Short
A,Blinder,1.021047303,0.715995606,Normal,n,Not_severe,No,0,1.484299839,Other,3.049992857,0.846027675,Short
A,Blinder,1.041420304,0.74646191,Normal,n,Not_severe,No,4,1.484299839,Shortest,2.113943352,0.69989964,Short
A,Blinder,1.061793305,0.776928214,Normal,n,Not_severe,No,1,1.532754846,Other,2.164352856,0.552060001,Short
A,Blinder,1.082166306,0.807394519,Normal,n,Not_severe,No,0,1.532754846,Other,3.404833717,0.639210177,Short
A,Blinder,1.102539307,0.837860823,Normal,n,Not_severe,No,0,1.532754846,Shortest,2.432969291,0.639210177,Short
A,Blinder,1.122912309,0.868327127,Normal,n,Not_severe,No,1,1.532754846,Other,2.187520721,0.639210177,Short
A,Blinder,1.14328531,0.898793431,Normal,n,Not_severe,No,0,1.484299839,Other,3.026941628,0.846027675,Short
A,Blinder,1.163658311,0.929259736,Normal,n,Not_severe,No,3,1.484299839,Shortest,2.176091259,0.846027675,Short
A,Blinder,1.184031312,0.95972604,Normal,n,Not_severe,No,1,1.532754846,Other,2.100370545,0.639210177,Short
A,Blinder,1.204404313,0.990192344,Normal,n,Not_severe,No,1,1.532754846,Other,3.372175286,0.690362699,Short
A,Blinder,1.224777314,1.020658649,Normal,n,Not_severe,No,3,1.532754846,Shortest,2.021189299,0.690362699,Short
A,Blinder,1.245150316,1.051124953,Normal,n,Not_severe,No,3,1.532754846,Other,2.127104798,0.690362699,Short
A,Blinder,1.265523317,1.081591257,Normal,n,Not_severe,No,0,1.484299839,Other,2.953759692,0.766846429,Short
A,Blinder,1.285896318,1.112057562,Normal,n,Not_severe,No,0,1.484299839,Shortest,1.913813852,0.766846429,Short
A,Blinder,1.306269319,1.142523866,Normal,n,Not_severe,No,0,1.532754846,Other,2.089905111,0.639210177,Short
A,Blinder,1.32664232,1.17299017,Normal,n,Not_severe,No,2,1.532754846,Other,3.64601141,0.690362699,Short
A,Blinder,1.347015321,1.203456475,Normal,n,Not_severe,No,3,1.532754846,Shortest,2.117271296,0.639210177,Short
A,Blinder,1.367388323,1.233922779,Normal,n,Not_severe,No,0,1.532754846,Other,2.365487985,0.639210177,Short
A,Blinder,1.387761324,1.264389083,Normal,n,Not_severe,No,0,1.484299839,Other,2.748188027,0.942937688,Short
A,Blinder,1.408134325,1.294855388,Normal,n,Not_severe,No,1,1.484299839,Shortest,2.227886705,0.846027675,Short
A,Control,-1.525577843,-1.203381566,Normal,n,Not_severe,No,1,1.532754846,Other,2.390935107,0.748354646,Short
A,Control,-1.505204841,-1.172915262,Normal,n,Not_severe,No,0,1.532754846,Other,3.205745541,0.748354646,Short
A,Control,-1.48483184,-1.142448958,Normal,n,Not_severe,No,0,1.683269844,Other,2.164352856,0.539847701,Medium
A,Control,-1.444085838,-1.081516349,Normal,n,Not_severe,No,0,1.532754846,Other,3.39707055,0.639210177,Short
A,Control,-1.423712837,-1.051050045,Normal,n,Not_severe,No,1,1.532754846,Other,2.51054501,0.690362699,Short
A,Control,-1.403339836,-1.02058374,Normal,n,Not_severe,No,0,1.683269844,Other,2.29666519,0.567876425,Medium
A,Control,-1.362593833,-0.959651132,Normal,n,Not_severe,No,0,1.532754846,Other,3.195068996,0.639210177,Short
A,Control,-1.342220832,-0.929184827,Normal,n,Not_severe,No,0,1.532754846,Other,2.471291711,0.593452686,Short
A,Control,-1.30147483,-0.868252219,Normal,n,Not_severe,No,0,1.532754846,Other,2.519827994,0.690362699,Short
A,Control,-1.281101829,-0.837785914,Normal,n,Not_severe,No,0,1.532754846,Other,3.232742063,0.639210177,Short
