Individual,Condition,Leap,LeapSincePoleChange,OutcomeType,OutcomeBinary,OutcomeSevere,Parallax,adjustNum,logDistance(cm),shortestPath,logTakeofflag,logSpeed(m/s),Distancebin
B,Blinder,0.287619261,1.508119518,Normal,n,Not_severe,No,0,1.532754846,Other,2.056904851,0.894482682,Short
B,Blinder,0.307992262,1.538585822,Normal,n,Not_severe,No,1,1.532754846,Other,3.235275877,0.815301436,Short
B,Blinder,0.328365263,1.569052126,Normal,n,Not_severe,No,0,1.532754846,Shortest,1.832508913,0.748354646,Short
B,Blinder,0.348738264,1.599518431,Normal,n,Not_severe,No,0,1.532754846,Other,2.089905111,0.815301436,Short
B,Blinder,0.369111266,1.629984735,Normal,n,Not_severe,No,0,1.532754846,Other,3.236789099,0.991392695,Short
B,Blinder,0.389484267,1.660451039,Normal,n,Not_severe,No,0,1.532754846,Shortest,2,0.815301436,Short
B,Blinder,0.409857268,1.690917344,Normal,n,Not_severe,No,0,1.532754846,Other,1.991226076,0.748354646,Short
B,Blinder,0.430230269,1.721383648,Normal,n,Not_severe,No,3,1.532754846,Other,3.187520721,0.815301436,Short
B,Blinder,0.45060327,1.751849952,Normal,n,Not_severe,No,1,1.532754846,Shortest,2.008600172,0.748354646,Short
B,Blinder,0.470976271,1.782316257,Normal,n,Not_severe,No,2,1.532754846,Other,2.193124598,0.748354646,Short
B,Blinder,0.491349273,1.812782561,Normal,n,Not_severe,No,4,1.532754846,Other,3.436957331,0.815301436,Short
B,Blinder,0.511722274,1.843248865,Normal,n,Not_severe,No,2,1.532754846,Other,3.582744966,0.748354646,Short
B,Blinder,0.532095275,1.87371517,Normal,n,Not_severe,No,0,1.532754846,Shortest,2.10720997,0.894482682,Short
B,Blinder,0.552468276,1.904181474,Normal,n,Not_severe,No,2,1.532754846,Other,2.017033339,0.991392695,Short
B,Blinder,0.572841277,1.934647778,Normal,n,Not_severe,No,1,1.532754846,Other,2.808210973,0.748354646,Short
B,Blinder,0.593214278,1.965114083,Normal,n,Not_severe,No,0,1.532754846,Shortest,1.86332286,0.690362699,Short
B,Blinder,0.613587279,1.995580387,Normal,n,Not_severe,No,0,1.532754846,Other,2.021189299,0.815301436,Short
B,Blinder,0.633960281,2.026046691,Normal,n,Not_severe,No,0,1.532754846,Other,3.29666519,0.815301436,Short
B,Blinder,0.654333282,2.056512995,Normal,n,Not_severe,No,0,1.532754846,Shortest,1.995635195,0.815301436,Short
B,Blinder,0.674706283,2.0869793,Normal,n,Not_severe,No,1,1.532754846,Other,2.049218023,0.894482682,Short
B,Blinder,0.695079284,2.117445604,Normal,n,Not_severe,No,0,1.532754846,Other,2.737987326,0.815301436,Short
B,Blinder,0.715452285,2.147911908,Normal,n,Not_severe,No,0,1.532754846,Other,2.089905111,0.748354646,Short
B,Blinder,0.735825286,2.178378213,Normal,n,Not_severe,No,0,1.532754846,Other,3.124830149,0.690362699,Short
B,Blinder,0.756198288,2.208844517,Normal,n,Not_severe,No,0,1.532754846,Shortest,2.989004616,0.815301436,Short
B,Blinder,0.776571289,2.239310821,Normal,n,Not_severe,No,0,1.532754846,Other,3.529815197,0.815301436,Short
B,Blinder,0.79694429,2.269777126,Normal,n,Not_severe,No,0,1.532754846,Shortest,2.674861141,0.815301436,Short
B,Blinder,0.817317291,2.30024343,Normal,n,Not_severe,No,1,1.532754846,Other,3.394801777,0.991392695,Short
B,Blinder,0.837690292,-1.233847871,Fall,y,Severe,No,0,1.74024152,Other,2.359835482,0.28242542,Medium
B,Blinder,0.858063293,-1.203381566,Normal,n,Not_severe,No,0,1.683269844,Other,2.158362492,1.04499768,Medium
B,Blinder,0.898809296,-1.142448958,Spin,y,Not_severe,No,4,1.74024152,Other,2.579783597,0.439211524,Medium
B,Blinder,0.919182297,-1.111982653,Strike,y,Not_severe,No,2,1.683269844,Other,3.120573931,0.539847701,Medium
B,Blinder,0.939555298,-1.081516349,Normal,n,Not_severe,No,0,1.532754846,Other,2.309630167,0.815301436,Short
B,Blinder,0.959928299,-1.051050045,Normal,n,Not_severe,Yes,1,1.785329835,Other,3.259115844,0.523808381,Long
B,Blinder,0.9803013,-1.02058374,Normal,n,Not_severe,No,0,1.74024152,Other,2.728353782,0.522185759,Medium
B,Blinder,1.000674302,-0.990117436,Normal,n,Not_severe,No,0,1.74024152,Other,2.92992956,0.570490439,Medium
B,Blinder,-1.545950844,-1.233847871,Normal,n,Not_severe,No,4,1.484299839,Other,2.989004616,0.69989964,Short
B,Blinder,-1.525577843,-1.203381566,Normal,n,Not_severe,No,0,1.532754846,Other,3.571592383,0.639210177,Short
B,Blinder,-1.505204841,-1.172915262,Strike,y,Not_severe,No,4,1.532754846,Shortest,2.190331698,0.51427144,Short
B,Blinder,-1.48483184,-1.142448958,Normal,n,Not_severe,No,1,1.484299839,Other,2.365487985,0.69989964,Short
B,Blinder,-1.464458839,-1.111982653,Spin,y,Not_severe,No,4,1.532754846,Other,3.006466042,0.593452686,Short
B,Blinder,-1.444085838,-1.081516349,Normal,n,Not_severe,No,3,1.532754846,Shortest,2.718501689,0.479509334,Short
B,Blinder,-1.423712837,-1.051050045,Normal,n,Not_severe,No,1,1.532754846,Other,3.464936429,0.51427144,Short
B,Blinder,-1.403339836,-1.02058374,Strike,y,Not_severe,No,3,1.532754846,Shortest,2.496929648,0.593452686,Short
B,Blinder,-1.382966834,-0.990117436,Normal,n,Not_severe,No,3,1.484299839,Other,2.387389826,0.641907693,Short
B,Blinder,-1.362593833,-0.959651132,Normal,n,Not_severe,No,1,1.532754846,Other,2.941014244,0.552060001,Short
B,Blinder,-1.342220832,-0.929184827,Normal,n,Not_severe,No,4,1.532754846,Shortest,2.322219295,0.639210177,Short
B,Blinder,-1.321847831,-0.898718523,Normal,n,Not_severe,No,3,1.484299839,Other,2.206825876,0.846027675,Short
B,Blinder,-1.30147483,-0.868252219,Normal,n,Not_severe,No,1,1.532754846,Other,3.39707055,0.552060001,Short
B,Blinder,-1.281101829,-0.837785914,Strike,y,Not_severe,No,3,1.532754846,Shortest,2.354108439,0.593452686,Short
B,Blinder,-1.260728827,-0.80731961,Normal,n,Not_severe,No,3,1.484299839,Other,2.547774705,0.641907693,Short
B,Blinder,-1.240355826,-0.776853306,Normal,n,Not_severe,No,1,1.532754846,Other,2.963787827,0.690362699,Short
B,Blinder,-1.219982825,-0.746387002,Normal,n,Not_severe,No,0,1.532754846,Shortest,2.161368002,0.593452686,Short
B,Blinder,-1.199609824,-0.715920697,Normal,n,Not_severe,No,0,1.484299839,Other,2.481442629,0.69989964,Short
B,Blinder,-1.179236823,-0.685454393,Normal,n,Not_severe,No,2,1.532754846,Other,3.262213705,0.552060001,Short
B,Blinder,-1.158863822,-0.654988089,Normal,n,Not_severe,No,4,1.532754846,Shortest,2.394451681,0.552060001,Short
B,Blinder,-1.138490821,-0.624521784,Normal,n,Not_severe,No,0,1.484299839,Other,2.51054501,0.766846429,Short
B,Blinder,-1.118117819,-0.59405548,Normal,n,Not_severe,No,1,1.532754846,Other,2.953759692,0.690362699,Short
B,Blinder,-1.097744818,-0.563589176,Normal,n,Not_severe,No,4,1.532754846,Shortest,2.469822016,0.639210177,Short
B,Blinder,-1.077371817,-0.533122871,Normal,n,Not_severe,No,3,1.532754846,Other,3.190891717,0.552060001,Short
B,Blinder,-1.056998816,-0.502656567,Normal,n,Not_severe,No,2,1.532754846,Shortest,2.28780173,0.51427144,Short
B,Blinder,-1.036625815,-0.472190263,Normal,n,Not_severe,No,0,1.484299839,Other,2.606381365,0.59075517,Short
B,Blinder,-1.016252814,-0.441723958,Normal,n,Not_severe,No,2,1.532754846,Other,2.848189117,0.639210177,Short
B,Blinder,-0.995879812,-0.411257654,Normal,n,Not_severe,No,2,1.532754846,Shortest,2.654176542,0.748354646,Short
B,Blinder,-0.975506811,-0.38079135,Normal,n,Not_severe,No,0,1.484299839,Other,2.267171728,0.54499768,Short
B,Blinder,-0.95513381,-0.350325045,Normal,n,Not_severe,No,1,1.532754846,Other,3.477844476,0.51427144,Short
B,Blinder,-0.934760809,-0.319858741,Strike,y,Not_severe,No,2,1.532754846,Shortest,2.517195898,0.51427144,Short
B,Blinder,-0.914387808,-0.289392437,Normal,n,Not_severe,No,4,1.484299839,Other,2.324282455,0.641907693,Short
B,Blinder,-0.894014807,-0.258926132,Fall,y,Severe,No,NA,1.532754846,Other,3.08278537,0.102090992,Short
B,Blinder,-0.873641805,-0.228459828,Normal,n,Not_severe,No,0,1.532754846,Shortest,2.146128036,0.639210177,Short
B,Blinder,-0.853268804,-0.197993524,Normal,n,Not_severe,No,3,1.484299839,Other,2.120573931,0.59075517,Short
B,Blinder,-0.832895803,-0.16752722,Normal,n,Not_severe,No,2,1.532754846,Other,3.345373731,0.639210177,Short
B,Blinder,-0.812522802,-0.106594611,Normal,n,Not_severe,No,4,1.532754846,Shortest,2.814247596,0.51427144,Short
B,Blinder,-0.7717768,-0.015195698,Normal,n,Not_severe,No,0,1.532754846,Other,3.289811839,0.690362699,Short
B,Blinder,-0.751403798,0.015270606,Normal,n,Not_severe,No,3,1.532754846,Shortest,2.702430536,0.593452686,Short
B,Blinder,-0.731030797,0.045736911,Normal,n,Not_severe,No,0,1.532754846,Other,3.134495856,0.748354646,Short
B,Blinder,-0.710657796,0.076203215,Normal,n,Not_severe,No,2,1.532754846,Shortest,2.303196057,0.690362699,Short
B,Blinder,-0.690284795,0.106669519,Normal,n,Not_severe,No,0,1.484299839,Other,2.328379603,0.69989964,Short
B,Blinder,-0.669911794,0.137135824,Normal,n,Not_severe,No,0,1.532754846,Other,2.853698212,0.690362699,Short
B,Blinder,-0.649538793,0.167602128,Normal,n,Not_severe,No,4,1.532754846,Shortest,2.283301229,0.639210177,Short
B,Blinder,-0.629165791,0.198068432,Drop,y,Severe,No,4,1.484299839,Other,2.403120521,0.202574999,Short
B,Blinder,-0.60879279,0.228534737,Normal,n,Not_severe,No,3,1.532754846,Other,3.509068045,0.593452686,Short
B,Blinder,-0.588419789,0.259001041,Normal,n,Not_severe,No,0,1.532754846,Shortest,2.269512944,0.639210177,Short
B,Blinder,-0.568046788,0.289467345,Normal,n,Not_severe,No,1,1.484299839,Other,2.571708832,0.69989964,Short
B,Blinder,-0.547673787,0.319933649,Normal,n,Not_severe,No,0,1.532754846,Other,2.92992956,0.690362699,Short
B,Blinder,-0.527300786,0.350399954,Normal,n,Not_severe,No,3,1.532754846,Shortest,2.565847819,0.639210177,Short
B,Blinder,-0.506927784,0.380866258,Normal,n,Not_severe,No,1,1.532754846,Other,3.263399331,0.552060001,Short
B,Blinder,-0.486554783,0.411332562,Normal,n,Not_severe,No,3,1.532754846,Shortest,2.017033339,0.690362699,Short
B,Blinder,-0.466181782,0.441798867,Normal,n,Not_severe,No,4,1.484299839,Other,2.551449998,0.641907693,Short
B,Blinder,-0.445808781,0.472265171,Normal,n,Not_severe,No,0,1.532754846,Other,2.840733235,0.690362699,Short
B,Blinder,-0.42543578,0.502731475,Normal,n,Not_severe,No,2,1.532754846,Shortest,2.57634135,0.639210177,Short
B,Blinder,-0.405062779,0.53319778,Normal,n,Not_severe,No,3,1.484299839,Other,2.245512668,0.766846429,Short
B,Blinder,-0.384689777,0.563664084,Normal,n,Not_severe,No,1,1.532754846,Other,3.369957607,0.593452686,Short
B,Blinder,-0.364316776,0.594130388,Normal,n,Not_severe,No,2,1.532754846,Shortest,2.357934847,0.639210177,Short
B,Blinder,-0.343943775,0.624596693,Normal,n,Not_severe,No,2,1.484299839,Other,2.198657087,0.69989964,Short
B,Blinder,-0.323570774,0.655062997,Normal,n,Not_severe,No,0,1.532754846,Other,3.147057671,0.639210177,Short
B,Blinder,-0.303197773,0.685529301,Normal,n,Not_severe,No,2,1.532754846,Shortest,2.190331698,0.639210177,Short
B,Blinder,-0.282824772,0.715995606,Normal,n,Not_severe,No,3,1.484299839,Other,2.285557309,0.766846429,Short
B,Blinder,-0.262451771,0.74646191,Normal,n,Not_severe,No,1,1.532754846,Other,3.35831564,0.593452686,Short
B,Blinder,-0.242078769,0.776928214,Normal,n,Not_severe,No,3,1.532754846,Shortest,2.813580989,0.552060001,Short
B,Blinder,-0.221705768,0.807394519,Normal,n,Not_severe,No,1,1.532754846,Other,3.438384107,0.51427144,Short
B,Blinder,-0.201332767,0.837860823,Normal,n,Not_severe,No,2,1.532754846,Shortest,2.152288344,0.690362699,Short
B,Blinder,-0.180959766,0.868327127,Normal,n,Not_severe,No,4,1.484299839,Other,2.23299611,0.59075517,Short
B,Blinder,-0.160586765,0.898793431,Normal,n,Not_severe,No,1,1.532754846,Other,3.067442843,0.593452686,Short
B,Blinder,-0.140213764,0.929259736,Normal,n,Not_severe,No,3,1.532754846,Shortest,2.411619706,0.51427144,Short
B,Blinder,-0.119840762,0.95972604,Normal,n,Not_severe,No,4,1.532754846,Other,3.323870607,0.417361427,Short
B,Blinder,-0.099467761,0.990192344,Normal,n,Not_severe,No,2,1.532754846,Shortest,2.303196057,0.593452686,Short
B,Blinder,-0.07909476,1.020658649,Normal,n,Not_severe,No,1,1.484299839,Other,2.301029996,0.766846429,Short
B,Blinder,-0.058721759,1.051124953,Normal,n,Not_severe,No,0,1.532754846,Other,3.013258665,0.690362699,Short
B,Blinder,-0.038348758,1.081591257,Normal,n,Not_severe,No,2,1.532754846,Shortest,2.414973348,0.639210177,Short
B,Blinder,-0.017975757,1.112057562,Normal,n,Not_severe,No,1,1.532754846,Other,3.392696953,0.51427144,Short
B,Blinder,0.002397245,1.142523866,Normal,n,Not_severe,No,2,1.532754846,Shortest,2.264817823,0.479509334,Short
B,Blinder,0.022770246,1.17299017,Normal,n,Not_severe,No,3,1.484299839,Other,2.269512944,0.69989964,Short
B,Blinder,0.043143247,1.203456475,Normal,n,Not_severe,No,2,1.532754846,Other,3.288025535,0.639210177,Short
B,Blinder,0.063516248,1.233922779,Normal,n,Not_severe,No,2,1.532754846,Shortest,2.383815366,0.552060001,Short
B,Blinder,0.083889249,1.264389083,Normal,n,Not_severe,No,0,1.532754846,Other,3.19838213,0.479509334,Short
B,Blinder,0.10426225,1.294855388,Normal,n,Not_severe,No,1,1.532754846,Shortest,2.481442629,0.639210177,Short
B,Blinder,0.124635252,1.325321692,Normal,n,Not_severe,No,3,1.484299839,Other,2.365487985,0.59075517,Short
B,Blinder,0.145008253,1.355787996,Normal,n,Not_severe,No,1,1.532754846,Other,3.426673888,0.593452686,Short
B,Blinder,0.165381254,1.386254301,Normal,n,Not_severe,No,3,1.532754846,Shortest,2.195899652,0.552060001,Short
B,Blinder,0.185754255,1.416720605,Normal,n,Not_severe,No,2,1.484299839,Other,2.117271296,0.69989964,Short
B,Blinder,0.206127256,1.447186909,Normal,n,Not_severe,No,2,1.532754846,Other,3.379668034,0.51427144,Short
B,Blinder,0.226500257,1.477653213,Normal,n,Not_severe,No,3,1.532754846,Shortest,2.161368002,0.552060001,Short
B,Blinder,0.246873259,1.508119518,Normal,n,Not_severe,No,1,1.484299839,Other,2.665580991,0.641907693,Short
B,Blinder,0.26724626,1.538585822,Normal,n,Not_severe,No,1,1.532754846,Other,2.975891136,0.593452686,Short
B,Blinder,0.287619261,1.569052126,Normal,n,Not_severe,No,2,1.532754846,Shortest,1.995635195,0.748354646,Short
B,Blinder,0.307992262,1.599518431,Normal,n,Not_severe,No,4,1.484299839,Other,2.238046103,0.641907693,Short
B,Blinder,0.328365263,1.629984735,Normal,n,Not_severe,No,0,1.532754846,Other,3.301680949,0.552060001,Short
B,Blinder,0.348738264,1.660451039,Normal,n,Not_severe,No,1,1.532754846,Shortest,2.025305865,0.552060001,Short
B,Blinder,0.369111266,1.690917344,Drop,y,Severe,No,4,1.484299839,Other,2.305351369,0.503604995,Short
B,Blinder,0.389484267,1.721383648,Normal,n,Not_severe,No,2,1.532754846,Other,2.87909588,0.690362699,Short
B,Blinder,0.409857268,1.751849952,Normal,n,Not_severe,No,2,1.532754846,Shortest,2.255272505,0.552060001,Short
B,Blinder,0.430230269,1.782316257,Strike,y,Not_severe,No,4,1.484299839,Other,2.238046103,0.59075517,Short
B,Blinder,0.45060327,1.812782561,Normal,n,Not_severe,No,4,1.532754846,Other,3.363047595,0.639210177,Short
B,Blinder,0.470976271,1.843248865,Normal,n,Not_severe,No,1,1.532754846,Shortest,3.381295623,0.690362699,Short
B,Blinder,0.491349273,1.87371517,Normal,n,Not_severe,No,3,1.484299839,Other,2.136720567,0.69989964,Short
B,Blinder,0.511722274,-1.233847871,Normal,n,Not_severe,No,0,1.532754846,Other,2.957128198,0.639210177,Short
B,Blinder,0.532095275,-1.203381566,Normal,n,Not_severe,No,3,1.532754846,Shortest,2.093421685,0.639210177,Short
B,Blinder,0.552468276,1.965114083,Normal,n,Not_severe,No,0,1.484299839,Other,2.176091259,0.766846429,Short
B,Blinder,0.572841277,1.995580387,Normal,n,Not_severe,No,1,1.532754846,Other,3.365862215,0.51427144,Short
B,Blinder,0.593214278,2.026046691,Normal,n,Not_severe,No,1,1.532754846,Shortest,1.968482949,0.51427144,Short
B,Blinder,0.613587279,2.056512995,Normal,n,Not_severe,No,2,1.484299839,Other,2.471291711,0.431054327,Short
B,Blinder,0.633960281,2.0869793,Normal,n,Not_severe,No,0,1.532754846,Other,2.932980822,0.690362699,Short
B,Blinder,0.654333282,2.117445604,Normal,n,Not_severe,No,1,1.532754846,Shortest,2.322219295,0.639210177,Short
B,Blinder,0.695079284,2.178378213,Normal,n,Not_severe,No,0,1.532754846,Shortest,2.123851641,0.748354646,Short
B,Blinder,0.715452285,2.208844517,Normal,n,Not_severe,No,0,1.484299839,Other,2.193124598,0.766846429,Short
B,Blinder,0.735825286,2.239310821,Normal,n,Not_severe,No,1,1.532754846,Other,3.02489596,0.690362699,Short
B,Blinder,0.756198288,2.269777126,Normal,n,Not_severe,No,1,1.532754846,Shortest,2.238046103,0.690362699,Short
B,Blinder,0.776571289,2.30024343,Normal,n,Not_severe,No,0,1.532754846,Other,3.253338005,0.51427144,Short
B,Blinder,0.79694429,2.330709734,Normal,n,Not_severe,No,2,1.532754846,Shortest,2.075546961,0.639210177,Short
B,Blinder,0.817317291,2.361176039,Normal,n,Not_severe,No,4,1.484299839,Other,2.193124598,0.766846429,Short
B,Blinder,0.837690292,2.391642343,Normal,n,Not_severe,No,1,1.532754846,Other,3.069298012,0.593452686,Short
B,Blinder,0.858063293,2.422108647,Normal,n,Not_severe,No,1,1.532754846,Shortest,2.346352974,0.593452686,Short
B,Blinder,0.878436295,2.452574952,Normal,n,Not_severe,No,0,1.532754846,Other,3.476541809,0.447324651,Short
B,Blinder,0.898809296,2.483041256,Normal,n,Not_severe,No,1,1.532754846,Shortest,2.041392685,0.639210177,Short
B,Blinder,0.919182297,2.51350756,Normal,n,Not_severe,No,0,1.484299839,Other,2.117271296,0.69989964,Short
B,Blinder,0.939555298,2.543973864,Normal,n,Not_severe,No,1,1.532754846,Other,3.075181855,0.690362699,Short
B,Blinder,0.959928299,2.574440169,Normal,n,Not_severe,No,2,1.532754846,Shortest,2.563481085,0.639210177,Short
B,Blinder,0.9803013,2.604906473,Normal,n,Not_severe,No,1,1.532754846,Other,3.245759356,0.479509334,Short
B,Blinder,1.000674302,2.635372777,Normal,n,Not_severe,No,0,1.532754846,Shortest,2.26245109,0.593452686,Short
B,Blinder,1.021047303,2.665839082,Normal,n,Not_severe,No,1,1.484299839,Other,2.283301229,0.641907693,Short
B,Blinder,1.041420304,2.696305386,Normal,n,Not_severe,No,1,1.532754846,Other,2.971739591,0.51427144,Short
B,Blinder,1.061793305,2.72677169,Normal,n,Not_severe,No,2,1.532754846,Shortest,2.198657087,0.639210177,Short
B,Blinder,1.082166306,2.757237995,Normal,n,Not_severe,No,3,1.484299839,Other,2.318063335,0.59075517,Short
B,Blinder,1.102539307,2.787704299,Normal,n,Not_severe,No,1,1.532754846,Other,3.388101202,0.639210177,Short
B,Blinder,1.122912309,2.818170603,Normal,n,Not_severe,No,3,1.532754846,Shortest,2.749736316,0.552060001,Short
B,Blinder,1.14328531,2.848636908,Normal,n,Not_severe,No,2,1.484299839,Other,2.763427994,0.641907693,Short
B,Blinder,1.163658311,2.879103212,Normal,n,Not_severe,No,0,1.532754846,Other,3.201123897,0.639210177,Short
B,Blinder,1.184031312,2.909569516,Normal,n,Not_severe,No,3,1.532754846,Shortest,2.655138435,0.639210177,Short
B,Blinder,1.204404313,2.940035821,Normal,n,Not_severe,No,1,1.532754846,Other,3.34869419,0.51427144,Short
B,Blinder,1.224777314,2.970502125,Strike,y,Not_severe,No,3,1.532754846,Shortest,2.318063335,0.552060001,Short
B,Blinder,1.245150316,3.000968429,Normal,n,Not_severe,No,2,1.484299839,Other,2.683947131,0.69989964,Short
B,Blinder,1.265523317,3.031434734,Normal,n,Not_severe,No,0,1.532754846,Other,3.134177108,0.748354646,Short
B,Blinder,1.285896318,3.061901038,Normal,n,Not_severe,No,2,1.532754846,Shortest,2.240549248,0.552060001,Short
B,Blinder,1.306269319,3.092367342,Normal,n,Not_severe,Yes,4,1.484299839,Other,2.318063335,0.69989964,Short
B,Blinder,1.32664232,3.122833646,Normal,n,Not_severe,No,1,1.532754846,Other,3.67614468,0.51427144,Short
B,Blinder,1.347015321,3.153299951,Normal,n,Not_severe,No,3,1.532754846,Shortest,2.212187604,0.51427144,Short
B,Blinder,1.367388323,3.183766255,Normal,n,Not_severe,No,2,1.484299839,Other,2.245512668,0.766846429,Short
B,Blinder,1.387761324,3.214232559,Normal,n,Not_severe,No,2,1.532754846,Other,3.009450896,0.690362699,Short
B,Blinder,1.408134325,3.244698864,Normal,n,Not_severe,No,1,1.532754846,Shortest,2.565847819,0.639210177,Short
B,Blinder,1.428507326,3.275165168,Normal,n,Not_severe,No,2,1.484299839,Other,2.136720567,0.59075517,Short
B,Blinder,1.448880327,3.305631472,Normal,n,Not_severe,No,1,1.532754846,Other,3.3287872,0.552060001,Short
B,Blinder,1.489626329,3.366564081,Normal,n,Not_severe,No,4,1.532754846,Other,3.307067951,0.690362699,Short
B,Blinder,1.509999331,3.397030385,Normal,n,Not_severe,No,2,1.532754846,Shortest,2.294466226,0.748354646,Short
B,Blinder,1.530372332,3.42749669,Normal,n,Not_severe,No,1,1.484299839,Other,2.089905111,0.69989964,Short
B,Blinder,1.550745333,3.457962994,Normal,n,Not_severe,No,1,1.532754846,Other,3.081347308,0.593452686,Short
B,Blinder,1.571118334,3.488429298,Normal,n,Not_severe,No,0,1.532754846,Shortest,2.123851641,0.552060001,Short
B,Blinder,1.591491335,3.518895603,Drop,y,Severe,No,4,1.798494304,Other,3.416474079,0.215739468,Long
B,Control,-1.545950844,-1.233847871,Normal,n,Not_severe,No,2,1.532754846,Other,2.6599162,0.894482682,Short
B,Control,-1.525577843,-1.203381566,Normal,n,Not_severe,No,NA,1.683269844,Other,3.435047641,0.539847701,Medium
B,Control,-1.505204841,-1.172915262,Normal,n,Not_severe,No,3,1.683269844,Other,2.255272505,0.597839648,Medium
B,Control,-1.48483184,-1.142448958,Normal,n,Not_severe,No,1,1.532754846,Other,3.067442843,0.748354646,Short
B,Control,-1.464458839,-1.111982653,Normal,n,Not_severe,No,1,1.532754846,Other,2.397940009,0.815301436,Short
B,Control,-1.444085838,-1.081516349,Normal,n,Not_severe,No,NA,1.683269844,Other,3.113943352,0.488695179,Medium
B,Control,-1.423712837,-1.051050045,Normal,n,Not_severe,No,0,1.532754846,Other,2.342422681,0.639210177,Short
B,Control,-1.403339836,-1.02058374,Normal,n,Not_severe,No,2,1.532754846,Other,2.591064607,0.815301436,Short
B,Control,-1.382966834,-0.990117436,Normal,n,Not_severe,No,0,1.532754846,Other,2.193124598,0.748354646,Short
B,Control,-1.362593833,-0.959651132,Fall,y,Severe,No,NA,1.882239848,Other,2.739572344,0.424423748,Long
B,Control,-1.342220832,-0.929184827,Normal,n,Not_severe,No,3,1.683269844,Other,2.176091259,0.488695179,Medium
B,Control,-1.321847831,-0.898718523,Normal,n,Not_severe,No,NA,1.532754846,Other,3.003029471,0.639210177,Short
B,Control,-1.30147483,-0.868252219,Normal,n,Not_severe,No,3,1.532754846,Other,2.195899652,0.815301436,Short
B,Control,-1.281101829,-0.837785914,Normal,n,Not_severe,No,NA,1.683269844,Other,3.02325246,0.567876425,Medium
B,Control,-1.260728827,-0.80731961,Normal,n,Not_severe,No,2,1.683269844,Other,2.071882007,0.567876425,Medium
B,Control,-1.240355826,-0.776853306,Normal,n,Not_severe,No,NA,1.532754846,Other,3.242292905,0.815301436,Short
B,Control,-1.219982825,-0.746387002,Normal,n,Not_severe,No,0,1.532754846,Other,2.523746467,0.815301436,Short
B,Control,-1.199609824,-0.715920697,Normal,n,Not_severe,No,0,1.532754846,Other,2.434568904,0.815301436,Short
B,Control,-1.179236823,-0.685454393,Normal,n,Not_severe,No,NA,1.532754846,Other,3.206556044,0.639210177,Short
B,Control,-1.158863822,-0.654988089,Normal,n,Not_severe,No,0,1.532754846,Other,2.11058971,0.552060001,Short
B,Control,-1.138490821,-0.624521784,Normal,n,Not_severe,No,3,1.532754846,Other,2.1430148,0.894482682,Short
B,Control,-1.118117819,-0.59405548,Normal,n,Not_severe,No,1,1.532754846,Other,3.228913406,0.690362699,Short
B,Control,-1.097744818,-0.563589176,Normal,n,Not_severe,No,0,1.532754846,Other,2.068185862,0.690362699,Short
B,Control,-1.077371817,-0.533122871,Normal,n,Not_severe,No,NA,1.683269844,Other,3.044931546,0.488695179,Medium
B,Control,-1.056998816,-0.502656567,Normal,n,Not_severe,No,0,1.683269844,Other,2.133538908,0.597839648,Medium
B,Control,-1.036625815,-0.472190263,Normal,n,Not_severe,No,2,1.532754846,Other,3.288919606,0.690362699,Short
B,Control,-1.016252814,-0.441723958,Normal,n,Not_severe,No,3,1.532754846,Other,2.212187604,0.815301436,Short
B,Control,-0.995879812,-0.411257654,Normal,n,Not_severe,No,NA,1.683269844,Other,2.671172843,0.539847701,Medium
B,Control,-0.975506811,-0.38079135,Normal,n,Not_severe,No,3,1.683269844,Other,2.10720997,0.567876425,Medium
B,Control,-0.95513381,-0.350325045,Normal,n,Not_severe,No,1,1.532754846,Other,3.197556213,0.815301436,Short
B,Control,-0.934760809,-0.319858741,Normal,n,Not_severe,No,2,1.532754846,Other,2.593286067,0.815301436,Short
B,Control,-0.914387808,-0.289392437,Normal,n,Not_severe,No,4,1.683269844,Other,2.338456494,0.630024332,Medium
B,Control,-0.894014807,-0.258926132,Normal,n,Not_severe,No,NA,1.683269844,Other,2.884795364,0.567876425,Medium
B,Control,-0.873641805,-0.228459828,Normal,n,Not_severe,No,0,1.683269844,Other,2.037426498,0.567876425,Medium
B,Control,-0.853268804,-0.197993524,Normal,n,Not_severe,No,NA,1.532754846,Other,3.231724383,0.748354646,Short
B,Control,-0.832895803,-0.16752722,Normal,n,Not_severe,No,3,1.532754846,Other,1.949390007,0.748354646,Short
B,Control,-0.812522802,-0.137060915,Normal,n,Not_severe,No,NA,1.683269844,Other,3.051923916,0.513518763,Medium
B,Control,-0.792149801,-0.106594611,Normal,n,Not_severe,No,4,1.683269844,Other,2.064457989,0.567876425,Medium
B,Control,-0.7717768,-0.076128307,Normal,n,Not_severe,No,2,1.532754846,Other,2.738780558,0.748354646,Short
B,Control,-0.751403798,-0.045662002,Normal,n,Not_severe,No,3,1.532754846,Other,3.620448385,0.748354646,Short
B,Control,-0.731030797,-0.015195698,Normal,n,Not_severe,No,3,1.532754846,Other,2.198657087,0.815301436,Short
B,Control,-0.710657796,0.015270606,Normal,n,Not_severe,No,3,1.532754846,Other,2.103803721,0.748354646,Short
B,Control,-0.690284795,0.045736911,Normal,n,Not_severe,No,NA,1.683269844,Other,2.833147112,0.567876425,Medium
B,Control,-0.669911794,0.076203215,Normal,n,Not_severe,No,2,1.683269844,Other,2.127104798,0.567876425,Medium
